S/N,Throughput,UL Packet Loss,DL Packet Loss
1336,2262.93892188,0.00000912,0.00001358
1337,2264.17578906,0.00000911,0.00001357
1338,2265.94970313,0.00000910,0.00001356
1339,2267.67956250,0.00000910,0.00001355
1340,2269.41069531,0.00000909,0.00001354
1341,2271.29600000,0.00000908,0.00001353
1342,2272.98400781,0.00000908,0.00001352
1343,2274.22866406,0.00000907,0.00001351
1344,2275.94112500,0.00000906,0.00001350
1345,2277.65703125,0.00000906,0.00001349
1346,2278.98786719,0.00000905,0.00001348
1347,2280.97330469,0.00000904,0.00001347
1348,2282.52776563,0.00000904,0.00001346
1349,2283.79408594,0.00000903,0.00001345
1350,2285.45639063,0.00000902,0.00001344
1351,2287.12453125,0.00000902,0.00001343
1352,2288.65302344,0.00000901,0.00001342
1353,2290.28653906,0.00000900,0.00001341
1354,2291.53091406,0.00000900,0.00001340
1355,2293.32978125,0.00000899,0.00001339
1356,2295.21134375,0.00000898,0.00001338
1357,2296.53816406,0.00000898,0.00001337
1358,2298.26737500,0.00000897,0.00001336
1359,2299.97860938,0.00000896,0.00001335
1360,2301.32024219,0.00000896,0.00001334
1361,2303.31324219,0.00000895,0.00001333
1362,2305.33086719,0.00000895,0.00001332
1363,2306.67068750,0.00000894,0.00001331
1364,2308.28122656,0.00000893,0.00001330
1365,2309.82550781,0.00000893,0.00001329
1366,2311.15807813,0.00000892,0.00001328
1367,2312.89157813,0.00000891,0.00001327
1368,2314.43185156,0.00000891,0.00001327
1369,2315.94878906,0.00000890,0.00001326
1370,2317.63426563,0.00000889,0.00001325
1371,2318.70692969,0.00000889,0.00001324
1372,2320.33662500,0.00000888,0.00001323
1373,2321.88375781,0.00000888,0.00001322
1374,2322.95431250,0.00000887,0.00001321
1375,2324.78611719,0.00000886,0.00001320
1376,2326.96367188,0.00000886,0.00001319
1377,2328.33103906,0.00000885,0.00001318
1378,2329.90423438,0.00000884,0.00001317
1379,2331.07912500,0.00000884,0.00001316
1380,2332.61172656,0.00000883,0.00001315
1381,2334.12704688,0.00000882,0.00001315
1382,2335.34195313,0.00000882,0.00001314
1383,2336.89120313,0.00000881,0.00001313
1384,2338.33912500,0.00000881,0.00001312
1385,2339.43207813,0.00000880,0.00001311
1386,2340.82397656,0.00000879,0.00001310
1387,2342.26322656,0.00000879,0.00001309
1388,2343.48356250,0.00000878,0.00001308
1389,2344.89707031,0.00000877,0.00001308
1390,2346.30011719,0.00000877,0.00001307
1391,2347.41667969,0.00000876,0.00001306
1392,2348.72782813,0.00000876,0.00001305
1393,2349.83363281,0.00000875,0.00001304
1394,2351.30431250,0.00000874,0.00001303
1395,2352.99720313,0.00000874,0.00001302
1396,2354.80264844,0.00000873,0.00001301
1397,2356.99014063,0.00000873,0.00001300
1398,2358.98827344,0.00000872,0.00001299
1399,2361.04738281,0.00000871,0.00001298
1400,2363.30012500,0.00000871,0.00001297
1401,2365.58400000,0.00000870,0.00001296
1402,2367.17793750,0.00000869,0.00001295
1403,2368.90748438,0.00000869,0.00001294
1404,2370.41717188,0.00000868,0.00001293
1405,2372.24017969,0.00000868,0.00001292
1406,2374.22482031,0.00000867,0.00001291
1407,2375.52490625,0.00000866,0.00001290
1408,2377.46856250,0.00000866,0.00001289
1409,2379.18021094,0.00000865,0.00001288
1410,2380.43478906,0.00000865,0.00001287
1411,2382.16431250,0.00000864,0.00001286
1412,2383.94529688,0.00000863,0.00001285
1413,2385.30384375,0.00000863,0.00001285
1414,2386.97098438,0.00000862,0.00001284
1415,2388.72703906,0.00000862,0.00001283
1416,2390.18295313,0.00000861,0.00001282
1417,2391.86772656,0.00000860,0.00001281
1418,2393.32781250,0.00000860,0.00001280
1419,2395.19510156,0.00000859,0.00001279
1420,2397.01485938,0.00000859,0.00001278
1421,2398.25347656,0.00000858,0.00001278
1422,2400.03764063,0.00000857,0.00001277
1423,2401.84241406,0.00000857,0.00001276
1424,2403.31260938,0.00000856,0.00001275
1425,2405.12395313,0.00000856,0.00001274
1426,2406.98571875,0.00000855,0.00001273
1427,2408.43807813,0.00000854,0.00001272
1428,2409.99100000,0.00000854,0.00001271
1429,2411.47922656,0.00000853,0.00001270
1430,2413.22103125,0.00000853,0.00001269
1431,2414.87186719,0.00000852,0.00001269
1432,2416.42893750,0.00000851,0.00001268
1433,2418.17072656,0.00000851,0.00001267
1434,2419.76476563,0.00000850,0.00001266
1435,2421.06658594,0.00000850,0.00001265
1436,2422.95192969,0.00000849,0.00001264
1437,2424.75989844,0.00000849,0.00001263
1438,2426.15150000,0.00000848,0.00001262
1439,2427.84798438,0.00000847,0.00001262
1440,2429.56230469,0.00000847,0.00001261
1441,2431.01939063,0.00000846,0.00001260
1442,2432.83867188,0.00000846,0.00001259
1443,2434.22467188,0.00000845,0.00001258
1444,2435.92954688,0.00000844,0.00001257
1445,2437.67707031,0.00000844,0.00001256
1446,2438.99449219,0.00000843,0.00001255
1447,2440.74112500,0.00000843,0.00001255
1448,2442.50891406,0.00000842,0.00001254
1449,2443.97711719,0.00000842,0.00001253
1450,2445.76624219,0.00000841,0.00001252
1451,2447.43013281,0.00000840,0.00001251
1452,2448.88577344,0.00000840,0.00001250
1453,2450.59199219,0.00000839,0.00001249
1454,2451.99307031,0.00000839,0.00001249
1455,2453.89106250,0.00000838,0.00001248
1456,2455.59904688,0.00000838,0.00001247
1457,2456.95524219,0.00000837,0.00001246
1458,2458.70789063,0.00000836,0.00001245
1459,2460.28489844,0.00000836,0.00001244
1460,2461.69574219,0.00000835,0.00001243
1461,2463.75261719,0.00000835,0.00001242
1462,2465.58885938,0.00000834,0.00001241
1463,2467.04328906,0.00000834,0.00001241
1464,2468.64476563,0.00000833,0.00001240
1465,2470.29071094,0.00000833,0.00001239
1466,2471.88575000,0.00000832,0.00001238
1467,2473.62136719,0.00000831,0.00001237
1468,2474.95632813,0.00000831,0.00001236
1469,2476.61499219,0.00000830,0.00001235
1470,2478.28489063,0.00000830,0.00001235
1471,2479.47036719,0.00000829,0.00001234
1472,2480.99857031,0.00000829,0.00001233
1473,2482.65883594,0.00000828,0.00001232
1474,2483.99600781,0.00000828,0.00001231
1475,2485.62023438,0.00000827,0.00001231
1476,2487.22944531,0.00000826,0.00001230
1477,2488.49837500,0.00000826,0.00001229
1478,2489.90095313,0.00000825,0.00001229
1479,2491.64901563,0.00000825,0.00001228
1480,2492.99224219,0.00000824,0.00001227
1481,2494.64671094,0.00000824,0.00001226
1482,2495.81440625,0.00000823,0.00001225
1483,2497.39810156,0.00000823,0.00001225
1484,2499.10783594,0.00000822,0.00001224
1485,2500.40493750,0.00000821,0.00001223
1486,2502.06401563,0.00000821,0.00001222
1487,2503.76202344,0.00000820,0.00001221
1488,2505.00479688,0.00000820,0.00001220
1489,2506.55610156,0.00000819,0.00001220
1490,2507.79493750,0.00000819,0.00001219
1491,2509.46484375,0.00000818,0.00001218
1492,2511.05872656,0.00000818,0.00001217
1493,2512.28575000,0.00000817,0.00001217
1494,2514.06944531,0.00000817,0.00001216
1495,2515.60585938,0.00000816,0.00001215
